10,138428561,0.010733816,0
Keyboard=0,138428638,138428638,138428638
Keyboard=2,138428638,138428658,138428658
Keyboard=2,138428638,138428674,138428674
Keyboard=2,138428638,138428690,138428690
Keyboard=2,138428638,138428707,138428707
Keyboard=2,138428638,138428723,138428723
Keyboard=2,138428638,138428735,138428735
Keyboard=1,138428638,138428743,138428743
4,138428660,0.007711186,0
10,138428662,0.015968452,0
4,138428761,0.125274308,0.125274308
10,138428763,0.061414588,0.061414588
4,138428862,0.10329847,0.10329847
10,138428864,0.095258661,0.095258661
4,138428962,0.010074938,0
10,138428964,0.019185546,0
4,138429063,5.76E-04,0
10,138429065,0.021428061,0
Keyboard=0,138429096,138429096,138429096
Keyboard=2,138429096,138429116,138429116
Keyboard=2,138429096,138429132,138429132
Keyboard=2,138429096,138429148,138429148
Keyboard=2,138429096,138429165,138429165
Keyboard=2,138429096,138429181,138429181
Keyboard=2,138429096,138429184,138429184
Keyboard=1,138429096,138429193,138429193
4,138429164,0.225906502,0.225906502
10,138429166,0.085785678,0.085785678
4,138429264,0.229958021,0.229958021
10,138429266,0.360648681,0.360648681
4,138429365,0.019031344,0
10,138429367,0.03949433,0
4,138429466,0.001641721,0
10,138429468,0.016872062,0
4,138429566,0.001044085,0
10,138429568,0.019582012,0
4,138429667,0.001050421,0
10,138429669,0.020134382,0
Keyboard=0,138429725,138429725,138429725
Keyboard=2,138429725,138429806,138429806
Keyboard=1,138429725,138429815,138429815
4,138429768,0.087086711,0.087086711
10,138429770,0.104600532,0.104600532
4,138429869,0.055998885,0.055998885
10,138429871,0.104600532,0.104600532
4,138429969,0.010672353,0
10,138429971,0.026226779,0
4,138430070,0.002012483,0
10,138430072,0.024678216,0
4,138430171,0.001234548,0
10,138430173,0.015573428,0
4,138430271,4.65E-04,0
10,138430273,0.005055061,0
4,138430372,6.48E-04,0
10,138430374,0.009880317,0
Keyboard=0,138430421,138430421,138430421
Keyboard=2,138430421,138430440,138430440
Keyboard=2,138430421,138430457,138430457
Keyboard=2,138430421,138430473,138430473
Keyboard=2,138430421,138430490,138430490
Keyboard=2,138430421,138430506,138430506
Keyboard=2,138430421,138430518,138430518
Keyboard=1,138430421,138430526,138430526
4,138430473,0.186503301,0.186503301
10,138430475,0.36064845,0.36064845
4,138430574,0.164284163,0.164284163
10,138430576,0.484580836,0.484580836
4,138430674,0.004316781,0
10,138430676,0.179276032,0.179276032
4,138430775,0.002792567,0
10,138430777,0.05967266,0.05967266
Keyboard=0,138430798,138430798,138430798
Keyboard=2,138430798,138430817,138430817
Keyboard=2,138430798,138430833,138430833
Keyboard=2,138430798,138430849,138430849
Keyboard=2,138430798,138430866,138430866
Keyboard=2,138430798,138430882,138430882
Keyboard=2,138430798,138430895,138430895
Keyboard=1,138430798,138430902,138430902
4,138430876,0.171590463,0.171590463
10,138430878,0.18962315,0.18962315
4,138430976,0.188398835,0.188398835
10,138430978,0.208695261,0.208695261
4,138431077,0.008948899,0
10,138431079,0.048265993,0
4,138431178,7.37E-04,0
10,138431180,0.026975577,0
Keyboard=0,138431191,138431191,138431191
Keyboard=2,138431191,138431209,138431209
Keyboard=2,138431191,138431226,138431226
Keyboard=2,138431191,138431242,138431242
Keyboard=2,138431191,138431258,138431258
Keyboard=2,138431191,138431275,138431275
Keyboard=2,138431191,138431278,138431278
Keyboard=1,138431191,138431287,138431287
4,138431279,0.150910787,0.150910787
10,138431281,0.137520212,0.137520212
4,138431379,0.140368528,0.140368528
10,138431381,0.216544279,0.216544279
4,138431480,0.004104586,0
10,138431482,0.196416449,0.196416449
Keyboard=0,138431574,138431574,138431574
Keyboard=2,138431574,138431586,138431586
Keyboard=2,138431574,138431602,138431602
Keyboard=2,138431574,138431618,138431618
Keyboard=2,138431574,138431635,138431635
Keyboard=2,138431574,138431651,138431651
Keyboard=2,138431574,138431667,138431667
Keyboard=2,138431574,138431671,138431671
Keyboard=1,138431574,138431680,138431680
4,138431581,0.007957733,0
10,138431583,0.103957592,0.103957592
4,138431681,0.113701146,0.113701146
10,138431683,0.062940409,0.062940409
4,138431782,0.098516048,0.098516048
10,138431784,0.342013346,0.342013346
4,138431883,0.002951146,0
10,138431885,0.319577706,0.319577706
4,138431983,8.44E-04,0
10,138431985,0.091582674,0.091582674
4,138432084,6.38E-04,0
10,138432086,0.020693842,0
4,138432185,9.02E-04,0
10,138432187,0.037554448,0
ACTION_DOWN=0,138432205,138432205,138432205
ACTION_MOVE=2,138432205,138432240,138432240
ACTION_MOVE=2,138432205,138432257,138432257
ACTION_MOVE=2,138432205,138432273,138432273
ACTION_MOVE=2,138432205,138432285,138432285
ACTION_UP=1,138432205,138432293,138432293
4,138432286,0.165800984,0.165800984
10,138432288,0.074981052,0.074981052
4,138432386,0.151187867,0.151187867
10,138432388,0.076959824,0.076959824
4,138432487,0.005964567,0
10,138432489,0.076959824,0.076959824
4,138432588,0.001048757,0
10,138432590,0.042899038,0
4,138432688,8.22E-04,0
10,138432690,0.041863016,0
4,138432789,0.002990645,0
10,138432791,0.029569546,0
4,138432890,0.001166973,0
10,138432892,0.034476026,0
4,138432991,0.002275607,0
10,138432993,0.033506225,0
Keyboard=0,138433006,138433006,138433006
Keyboard=2,138433006,138433026,138433026
Keyboard=2,138433006,138433042,138433042
Keyboard=2,138433006,138433058,138433058
Keyboard=2,138433006,138433075,138433075
Keyboard=2,138433006,138433091,138433091
Keyboard=2,138433006,138433107,138433107
Keyboard=2,138433006,138433110,138433110
Keyboard=1,138433006,138433119,138433119
4,138433091,0.283625245,0.283625245
10,138433093,0.140767426,0.140767426
4,138433192,0.27418002,0.27418002
10,138433194,0.391451712,0.391451712
4,138433293,0.027373179,0
10,138433295,0.278773195,0.278773195
4,138433393,0.001717207,0
10,138433395,0.088572335,0.088572335
4,138433494,6.74E-04,0
10,138433496,0.086520195,0.086520195
Keyboard=0,138433579,138433579,138433579
Keyboard=2,138433579,138433598,138433598
Keyboard=2,138433579,138433614,138433614
Keyboard=2,138433579,138433631,138433631
Keyboard=2,138433579,138433647,138433647
Keyboard=2,138433579,138433664,138433664
Keyboard=2,138433579,138433680,138433680
Keyboard=2,138433579,138433696,138433696
Keyboard=2,138433579,138433699,138433699
Keyboard=1,138433579,138433708,138433708
4,138433595,0.029893249,0
10,138433597,0.030592709,0
4,138433696,0.551595211,0.551595211
10,138433698,0.482155733,0.482155733
4,138433796,0.576620047,0.576620047
10,138433798,0.612292061,0.612292061
4,138433897,0.024712936,0
10,138433899,0.166308916,0.166308916
4,138433998,0.00559003,0
10,138434000,0.022796891,0
Keyboard=0,138434093,138434093,138434093
Keyboard=2,138434093,138434105,138434105
Keyboard=2,138434093,138434122,138434122
Keyboard=2,138434093,138434138,138434138
Keyboard=2,138434093,138434154,138434154
Keyboard=2,138434093,138434171,138434171
Keyboard=2,138434093,138434187,138434187
Keyboard=2,138434093,138434203,138434203
Keyboard=2,138434093,138434220,138434220
Keyboard=2,138434093,138434223,138434223
Keyboard=1,138434093,138434232,138434232
4,138434098,0.009698218,0
10,138434100,0.010799684,0
4,138434199,0.216733017,0.216733017
10,138434201,0.283172325,0.283172325
4,138434300,0.226364189,0.226364189
10,138434302,0.29267356,0.29267356
4,138434400,0.026269405,0
10,138434402,0.017106348,0
4,138434501,0.003649722,0
10,138434503,0.058282095,0.058282095
Keyboard=0,138434600,138434600,138434600
Keyboard=2,138434600,138434612,138434612
Keyboard=2,138434600,138434629,138434629
Keyboard=2,138434600,138434645,138434645
Keyboard=2,138434600,138434661,138434661
Keyboard=2,138434600,138434678,138434678
Keyboard=2,138434600,138434694,138434694
Keyboard=2,138434600,138434711,138434711
Keyboard=2,138434600,138434727,138434727
Keyboard=2,138434600,138434743,138434743
Keyboard=2,138434600,138434755,138434755
Keyboard=1,138434600,138434763,138434763
4,138434602,0.002075364,0
10,138434604,0.025397562,0
4,138434703,0.324506099,0.324506099
10,138434705,0.095350589,0.095350589
4,138434803,0.281474853,0.281474853
10,138434805,0.189893595,0.189893595
4,138434904,0.007041084,0
10,138434906,0.070334226,0.070334226
4,138435005,0.003320847,0
10,138435007,0.009804791,0
4,138435105,0.001946139,0
10,138435107,0.019508661,0
ACTION_DOWN=0,138435124,138435124,138435124
ACTION_MOVE=2,138435124,138435136,138435136
ACTION_MOVE=2,138435124,138435152,138435152
ACTION_MOVE=2,138435124,138435168,138435168
ACTION_MOVE=2,138435124,138435185,138435185
ACTION_MOVE=2,138435124,138435201,138435201
ACTION_MOVE=2,138435124,138435217,138435217
ACTION_MOVE=2,138435124,138435250,138435250
ACTION_MOVE=2,138435124,138435253,138435253
ACTION_UP=1,138435124,138435263,138435263
4,138435206,0.347905029,0.347905029
10,138435208,0.183158979,0.183158979
4,138435307,0.325702568,0.325702568
10,138435309,0.195505916,0.195505916
4,138435408,0.017063291,0
10,138435410,0.347407145,0.347407145
4,138435508,0.003953735,0
10,138435510,0.043470642,0
4,138435609,0.001783452,0
10,138435611,0.045772279,0
4,138435710,0.001879806,0
10,138435712,0.039359124,0
4,138435810,0.00218941,0
10,138435812,0.04004375,0
4,138435911,0.001231054,0
10,138435913,0.036901815,0
4,138436012,0.00155946,0
10,138436014,0.022454048,0
4,138436113,0.340974878,0.340974878
10,138436115,0.205880475,0.205880475
4,138436213,0.3164845,0.3164845
10,138436215,0.179333115,0.179333115
4,138436314,0.021432712,0
10,138436316,0.571558025,0.571558025
4,138436415,0.001249452,0
10,138436417,0.067605399,0.067605399
4,138436515,0.002805834,0
10,138436517,0.065346704,0.065346704
4,138436616,0.001403643,0
10,138436618,0.064452955,0.064452955
4,138436717,0.641210097,0.641210097
10,138436719,0.333349499,0.333349499
4,138436817,0.545244374,0.545244374
10,138436819,0.51977387,0.51977387
4,138436918,0.02121414,0
10,138436920,0.172761411,0.172761411
4,138437019,0.003046642,0
10,138437021,0.161457832,0.161457832
4,138437120,0.002327853,0
10,138437122,0.040990452,0
4,138437220,0.238614483,0.238614483
10,138437222,0.185682788,0.185682788
4,138437321,0.18674942,0.18674942
10,138437323,0.254972481,0.254972481
4,138437422,0.023831982,0
10,138437424,0.27764348,0.27764348
4,138437522,0.001609423,0
10,138437524,0.083346663,0.083346663
4,138437623,0.001856061,0
10,138437625,0.037144896,0
4,138437724,0.001077448,0
10,138437726,0.053741868,0.053741868
4,138437825,0.15643964,0.15643964
10,138437827,0.089372149,0.089372149
4,138437925,0.009145312,0
10,138437927,0.217437528,0.217437528
4,138438026,0.111990266,0.111990266
10,138438028,0.017386755,0
4,138438127,0.001281193,0
10,138438129,0.090032482,0.090032482
4,138438227,0.001318275,0
10,138438229,0.037053538,0
4,138438328,8.68E-04,0
10,138438330,0.026989727,0
4,138438429,0.051671676,0.051671676
10,138438431,0.02683834,0
4,138438530,0.129745141,0.129745141
10,138438532,0.261290101,0.261290101
4,138438630,0.168806457,0.168806457
10,138438632,0.269621762,0.269621762
4,138438731,0.01045983,0
10,138438733,0.045220797,0
4,138438832,0.001427655,0
10,138438834,0.016156123,0
4,138438932,8.73E-04,0
10,138438934,0.01762453,0
4,138439033,4.32E-04,0
10,138439035,0.018652071,0
4,138439134,0.001116918,0
10,138439136,0.017093807,0
4,138439234,9.60E-04,0
10,138439236,0.009912587,0
4,138439335,0.001065278,0
10,138439337,0.011650172,0
4,138439436,9.46E-04,0
10,138439438,0.006019004,0
4,138439537,4.28E-04,0
10,138439539,0.008492123,0
4,138439637,0.137306119,0.137306119
10,138439639,0.190121403,0.190121403
4,138439738,0.075163584,0.075163584
10,138439740,0.205683373,0.205683373
4,138439839,0.199435585,0.199435585
10,138439841,0.059035698,0.059035698
4,138439939,0.010255234,0
10,138439941,0.138980518,0.138980518
4,138440040,0.001083052,0
10,138440042,0.036820853,0
4,138440141,0.001145223,0
10,138440143,0.035795193,0
4,138440242,0.001269693,0
10,138440244,0.058015428,0.058015428
4,138440342,6.94E-04,0
10,138440344,0.007826396,0
4,138440443,0.00142537,0
10,138440445,0.015240789,0
4,138440544,7.02E-04,0
10,138440546,0.012853006,0
4,138440644,6.06E-04,0
10,138440646,0.012587547,0
4,138440745,6.58E-04,0
10,138440747,0.015796834,0
4,138440846,7.66E-04,0
10,138440848,0.014620488,0
4,138440947,0.302305352,0.302305352
10,138440949,0.122973873,0.122973873
4,138441047,0.468293234,0.468293234
10,138441049,0.465038009,0.465038009
4,138441148,0.700112911,0.700112911
10,138441150,0.354468184,0.354468184
4,138441249,0.027340663,0
10,138441251,0.329417392,0.329417392
4,138441349,0.00190686,0
10,138441351,0.315269751,0.315269751
4,138441450,0.001621242,0
10,138441452,0.055580035,0.055580035
4,138441551,0.001371,0
10,138441553,0.055408176,0.055408176
4,138441651,2.85E-04,0
10,138441653,0.051600553,0.051600553
4,138441752,8.17E-04,0
10,138441754,0.043287103,0
4,138441853,8.25E-04,0
10,138441855,0.03808921,0
4,138441954,7.28E-04,0
10,138441956,0.023305512,0
4,138442054,0.972788331,0.972788331
10,138442056,0.201930267,0.201930267
4,138442155,1.056061916,1.056061916
10,138442157,0.163941645,0.163941645
4,138442256,0.056105596,0.056105596
10,138442258,0.098003527,0.098003527
4,138442356,0.015226941,0
10,138442358,0.161319647,0.161319647
4,138442457,0.003215733,0
10,138442459,0.044629871,0
4,138442558,3.81E-04,0
10,138442560,0.026953199,0
4,138442659,3.50E-04,0
10,138442661,0.01862426,0
4,138442759,7.01E-04,0
10,138442761,0.022243336,0
4,138442860,4.19E-04,0
10,138442862,0.015912694,0
4,138442961,4.15E-04,0
10,138442963,0.014371531,0
4,138443061,0.418246982,0.418246982
10,138443063,0.257717357,0.257717357
4,138443162,0.349361462,0.349361462
10,138443164,0.576657762,0.576657762
4,138443263,0.019235772,0
10,138443265,0.281500994,0.281500994
4,138443363,0.009170316,0
10,138443365,0.066950748,0.066950748
4,138443464,8.59E-04,0
10,138443466,0.053511471,0.053511471
4,138443565,8.44E-04,0
10,138443567,0.024756073,0
4,138443666,4.35E-04,0
10,138443668,0.028748907,0
4,138443766,8.93E-04,0
10,138443768,0.032712067,0
4,138443867,6.74E-04,0
10,138443869,0.022381942,0
4,138443968,7.20E-04,0
10,138443970,0.017491513,0
4,138444068,0.42058571,0.42058571
10,138444070,0.621048135,0.621048135
4,138444169,0.330732884,0.330732884
10,138444171,1.273751898,1.273751898
4,138444270,0.096344922,0.096344922
10,138444272,0.395365215,0.395365215
4,138444371,0.019582259,0
10,138444373,0.214830016,0.214830016
4,138444471,0.003986547,0
10,138444473,0.208571434,0.208571434
4,138444572,5.28E-04,0
10,138444574,0.033943938,0
4,138444673,0.001010542,0
10,138444675,0.036754366,0
4,138444773,0.003326731,0
10,138444775,0.033945139,0
4,138444874,0.27274169,0.27274169
10,138444876,0.087904522,0.087904522
4,138444975,0.271724652,0.271724652
10,138444977,0.5507125,0.5507125
4,138445076,0.012075295,0
10,138445078,0.04200343,0
4,138445176,0.003134484,0
10,138445178,0.093081149,0.093081149
4,138445277,9.84E-04,0
10,138445279,0.09063489,0.09063489
4,138445378,0.025017691,0
10,138445380,0.064425869,0.064425869
4,138445478,0.024658817,0
10,138445480,0.563228427,0.563228427
4,138445579,0.008696707,0
10,138445581,0.479731416,0.479731416
4,138445680,0.009231757,0
10,138445682,0.467638933,0.467638933
4,138445780,0.003662936,0
10,138445782,0.11448218,0.11448218
4,138445881,0.001216882,0
10,138445883,0.027637017,0
4,138445982,0.001339822,0
10,138445984,0.036412588,0
4,138446083,6.60E-04,0
10,138446085,0.0354294,0
4,138446183,0.064149352,0.064149352
10,138446185,0.190533012,0.190533012
4,138446284,0.101706639,0.101706639
10,138446286,0.242246088,0.242246088
4,138982456,0.003185288,0
10,138982541,0.010090618,0
4,138982557,7.84E-04,0
10,138982642,0.018054709,0
4,138982658,0.006578467,0
10,138982743,0.009077038,0
4,138982759,0.003203946,0
10,138982843,0.009808987,0
4,138982859,0.009049285,0
10,138982944,0.01028492,0
4,138982960,0.00304943,0
10,138983045,0.00826544,0
4,138983061,0.001573136,0
10,138983145,0.007734483,0
4,138983161,9.16E-04,0
10,138983246,0.007249957,0
4,138983262,0.002416146,0
10,138983347,0.008278208,0
4,138983363,0.005925344,0
10,138983448,0.006941219,0
4,138983464,0.006340096,0
10,138983548,0.006166136,0
4,138983564,0.002396262,0
10,138983649,0.011471545,0
4,138983665,0.002393345,0
10,138983750,0.009010142,0
4,138983766,0.001087021,0
10,138983850,0.007915863,0
4,138983866,0.003373573,0
10,138983951,0.006984635,0
4,138983967,0.002182594,0
10,138984052,0.015291712,0
4,138984068,0.001738833,0
10,138984152,0.006119457,0
4,138984168,0.003377125,0
10,138984253,0.005371987,0
4,138984269,6.69E-04,0
10,138984354,0.009982841,0
4,138984370,6.92E-04,0
10,138984455,0.0053688,0
4,138984471,0.002277806,0
10,138984555,0.004900941,0
4,138984571,0.0022081,0
10,138984656,0.00585999,0
4,138984672,0.003919252,0
10,138984757,0.007328462,0
4,138984773,6.36E-04,0
10,138984857,0.00615425,0
4,138984873,0.002489615,0
10,138984958,0.010713624,0
4,138984974,0.001794384,0
4,138985075,0.002824937,0
